"typ_predmetu_hodnoceni","kod_chu","nazev_chu","druh","feature_code","hodnocene_obdobi_od","hodnocene_obdobi_do","oop","parametr_nazev","parametr_hodnota","parametr_limit","parametr_jednotka","stav","trend","datum_hodnoceni","pracoviste","metodika"
NA,"CZ0621027",NA,"Ficedula albicollis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0621027",NA,"Milvus migrans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0621027",NA,"Milvus milvus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0621027",NA,"Pernis apivorus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0621027",NA,"Picus canus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0621027",NA,"Alcedo atthis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0424134",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0810018",NA,"Buxbaumia viridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0810018",NA,"Barbastella barbastellus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0810018",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0420083",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0713827",NA,"Bombina variegata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0523288",NA,"Ophiogomphus cecilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0813469",NA,"Triturus cristatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0523682",NA,"Rhinolophus hipposideros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0813764",NA,"Myotis emarginatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0813764",NA,"Myotis myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0520508",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0623707",NA,"Myotis myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0613333",NA,"Cottus gobio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0622217",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624043",NA,"Euplagia quadripunctaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624043",NA,"Carabus hungaricus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624043",NA,"Lucanus cervus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624043",NA,"Iris humilis subsp. arenaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624043",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0723424",NA,"Bombina bombina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624069",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0620017",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0423228",NA,"Bombina bombina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0712191",NA,"Gentianella bohemica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0420061",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0424133",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0424136",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0210734",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0723425",NA,"Eriogaster catax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0420059",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624020",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0317017",NA,"Maculinea nausithous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624068",NA,"Castor fiber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624068",NA,"Ophiogomphus cecilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624068",NA,"Misgurnus fossilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624068",NA,"Cucujus cinnaberinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624068",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0623797",NA,"Lycaena dispar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0313123",NA,"Lutra lutra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0313123",NA,"Maculinea teleius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0420063",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0214039",NA,"Cottus gobio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0214039",NA,"Austropotamobius torrentium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0513257",NA,"Bombina bombina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0621030",NA,"Anser albifrons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0621030",NA,"Anser anser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0621030",NA,"Anser fabalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0621030",NA,"Haliaeetus albicilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0621030",NA,"Sterna hirundo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0621030",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0210053",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0413194",NA,"Lampetra planeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0623366",NA,"Triturus cristatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0532132",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0210708",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0323646",NA,"Barbastella barbastellus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0323169",NA,"Triturus cristatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0323169",NA,"Bombina variegata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0723426",NA,"Bombina bombina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0623026",NA,"Eriogaster catax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0420082",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0813472",NA,"Triturus cristatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0213077",NA,"Triturus cristatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0610513",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0612149",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0213626",NA,"Rhinolophus hipposideros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0514041",NA,"Barbastella barbastellus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0514041",NA,"Myotis bechsteinii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0514041",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0213631",NA,"Myotis myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0320437",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624234",NA,"Euplagia quadripunctaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624234",NA,"Lucanus cervus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624234",NA,"Iris humilis subsp. arenaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624234",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0312226",NA,"Gentianella bohemica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0423659",NA,"Leucorrhinia pectoralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0513509",NA,"Lampetra planeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0213005",NA,"Bombina bombina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624097",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0410046",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0613013",NA,"Bombina bombina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0813461",NA,"Osmoderma barnabita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0615018",NA,"Hamatocaulis vernicosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0310611",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0620051",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0613332",NA,"Lutra lutra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624112",NA,"Crambe tataria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624112",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624116",NA,"Crambe tataria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624116",NA,"Artemisia pancicii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624116",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0714080",NA,"Barbastella barbastellus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0714080",NA,"Myotis bechsteinii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0714080",NA,"Myotis emarginatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0714080",NA,"Rhinolophus hipposideros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0714080",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0313122",NA,"Cerambyx cerdo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0622221",NA,"Iris humilis subsp. arenaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0213076",NA,"Lampetra planeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0614059",NA,"Buxbaumia viridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0614059",NA,"Hamatocaulis vernicosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0614059",NA,"Vertigo geyeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0614059",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0410047",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0813765",NA,"Myotis emarginatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0813765",NA,"Myotis myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0813765",NA,"Rhinolophus hipposideros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0813766",NA,"Myotis myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0213615",NA,"Rhinolophus hipposideros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0323644",NA,"Myotis myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0713742",NA,"Myotis myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0713743",NA,"Barbastella barbastellus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0713743",NA,"Myotis myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0213620",NA,"Myotis myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0523683",NA,"Barbastella barbastellus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0523683",NA,"Myotis myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0323637",NA,"Myotis myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0723759",NA,"Rhinolophus hipposideros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0323645",NA,"Myotis myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0213621",NA,"Barbastella barbastellus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0213621",NA,"Myotis myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0810036",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0715024",NA,"Mannia triandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311041",NA,"Ciconia nigra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311041",NA,"Crex crex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311041",NA,"Dryocopus martius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311041",NA,"Glaucidium passerinum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311041",NA,"Picoides tridactylus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311041",NA,"Tetrao urogallus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311041",NA,"Lyrurus tetrix tetrix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311041",NA,"Bonasa bonasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311041",NA,"Aegolius funereus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314024",NA,"Buxbaumia viridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314024",NA,"Hamatocaulis vernicosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314024",NA,"Myotis myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314024",NA,"Rhinolophus hipposideros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314024",NA,"Lutra lutra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314024",NA,"Lynx lynx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314024",NA,"Margaritifera margaritifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314024",NA,"Cottus gobio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314024",NA,"Lampetra planeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314024",NA,"Carabus menetriesi pacholei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314024",NA,"Gentianella bohemica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314024",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0623027",NA,"Bombina bombina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0610056",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0320022",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0313125",NA,"Bombina bombina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0623011",NA,"Triturus carnifex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0623717",NA,"Myotis emarginatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0324029",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314636",NA,"Gentianella bohemica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314636",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0413195",NA,"Cottus gobio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0313004",NA,"Maculinea teleius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0210062",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0533314",NA,"Lampetra planeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0410001",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0213628",NA,"Myotis myotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0210054",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0623046",NA,"Misgurnus fossilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0623046",NA,"Cucujus cinnaberinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0623046",NA,"Bombina bombina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0623046",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0520600",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0625020",NA,"Buxbaumia viridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0213078",NA,"Spermophilus citellus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0622037",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0613334",NA,"Lutra lutra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0613334",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0720153",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0210056",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0213059",NA,"Vertigo angustior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0313131",NA,"Cerambyx cerdo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0313131",NA,"Osmoderma barnabita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311033",NA,"Anser anser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311033",NA,"Ardea alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311033",NA,"Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311033",NA,"Ciconia nigra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311033",NA,"Circus aeruginosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311033",NA,"Mareca strepera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311033",NA,"Leiopicus medius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311033",NA,"Spatula clypeata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311033",NA,"Dryocopus martius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311033",NA,"Glaucidium passerinum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311033",NA,"Haliaeetus albicilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311033",NA,"Lullula arborea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311033",NA,"Luscinia svecica cyanecula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311033",NA,"Nycticorax nycticorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311033",NA,"Pernis apivorus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311033",NA,"Picus canus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311033",NA,"Sterna hirundo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311033",NA,"Aegolius funereus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0311033",NA,"Alcedo atthis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314023",NA,"Hamatocaulis vernicosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314023",NA,"Lutra lutra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314023",NA,"Ophiogomphus cecilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314023",NA,"Cobitis elongatoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314023",NA,"Misgurnus fossilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314023",NA,"Cerambyx cerdo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314023",NA,"Graphoderus bilineatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314023",NA,"Osmoderma barnabita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314023",NA,"Bombina bombina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0314023",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0323478",NA,"Bombina variegata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0210047",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0213043",NA,"Euplagia quadripunctaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0420460",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624098",NA,"Rhinolophus hipposideros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624098",NA,"Iris humilis subsp. arenaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624098",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0523005",NA,"Bombina bombina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624106",NA,"Barbastella barbastellus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624106",NA,"Cerambyx cerdo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CZ0624106",NA,"Lucanus cervus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
